Planned,,,,,,,
,,,,,,,
Fiscal Year,Fiscal Year Type,Account Name,Agency Name,Operating Unit,Category,Sector, Amount 
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Mauritania,Peace and Security,Stabilization Operations and Security Sector Reform," $200,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Mexico,Peace and Security,Stabilization Operations and Security Sector Reform," $7,984,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Moldova,Peace and Security,Stabilization Operations and Security Sector Reform," $1,497,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Mongolia,Peace and Security,Stabilization Operations and Security Sector Reform," $2,996,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Montenegro,Peace and Security,Stabilization Operations and Security Sector Reform," $1,472,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Morocco,Peace and Security,Stabilization Operations and Security Sector Reform," $8,982,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Nepal,Peace and Security,Stabilization Operations and Security Sector Reform," $898,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Nicaragua,Peace and Security,Stabilization Operations and Security Sector Reform," $339,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Nigeria,Peace and Security,Stabilization Operations and Security Sector Reform," $1,212,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Oman,Peace and Security,Counterterrorism," $8,218,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Oman,Peace and Security,Stabilization Operations and Security Sector Reform," $4,782,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Pakistan,Peace and Security,Stabilization Operations and Security Sector Reform," $295,408,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Panama,Peace and Security,Stabilization Operations and Security Sector Reform," $2,096,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Paraguay,Peace and Security,Stabilization Operations and Security Sector Reform," $399,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Peru,Peace and Security,Stabilization Operations and Security Sector Reform," $3,500,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Philippines,Peace and Security,Stabilization Operations and Security Sector Reform," $11,970,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Poland,Peace and Security,Stabilization Operations and Security Sector Reform," $33,932,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Romania,Peace and Security,Stabilization Operations and Security Sector Reform," $12,974,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Rwanda,Peace and Security,Stabilization Operations and Security Sector Reform," $300,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Senegal,Peace and Security,Stabilization Operations and Security Sector Reform," $399,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Serbia,Peace and Security,Stabilization Operations and Security Sector Reform," $1,896,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Slovak Republic,Peace and Security,Stabilization Operations and Security Sector Reform," $1,397,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Slovenia,Peace and Security,Stabilization Operations and Security Sector Reform," $748,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,South Africa,Peace and Security,Stabilization Operations and Security Sector Reform," $798,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Sri Lanka,Peace and Security,Stabilization Operations and Security Sector Reform," $998,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Tajikistan,Peace and Security,Stabilization Operations and Security Sector Reform," $750,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Tanzania,Peace and Security,Stabilization Operations and Security Sector Reform," $200,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Thailand,Peace and Security,Stabilization Operations and Security Sector Reform," $1,568,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Tunisia,Peace and Security,Counterterrorism," $6,124,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Tunisia,Peace and Security,Stabilization Operations and Security Sector Reform," $11,000,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Turkmenistan,Peace and Security,Stabilization Operations and Security Sector Reform," $750,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Uganda,Peace and Security,Stabilization Operations and Security Sector Reform," $300,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Ukraine,Peace and Security,Stabilization Operations and Security Sector Reform," $8,982,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Uruguay,Peace and Security,Stabilization Operations and Security Sector Reform," $399,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Vietnam,Peace and Security,Stabilization Operations and Security Sector Reform," $1,960,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Western Hemisphere Regional Office (DOS),Peace and Security,Stabilization Operations and Security Sector Reform," $16,467,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Yemen,Peace and Security,Counterterrorism," $16,960,000.00 "
2011,FY 2011 Actual Base,Foreign Military Financing,DOS and USAID,Yemen,Peace and Security,Stabilization Operations and Security Sector Reform," $3,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Afghanistan,Health,HIV/AIDS," $250,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Angola,Health,HIV/AIDS," $10,300,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Asia Middle East Regional Office (USAID),Health,HIV/AIDS," $650,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Health,HIV/AIDS," $14,550,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Belize,Health,HIV/AIDS," $20,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Botswana,Health,HIV/AIDS," $74,443,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Brazil,Health,HIV/AIDS," $1,300,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Burundi,Health,HIV/AIDS," $15,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Cambodia,Health,HIV/AIDS," $3,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Cameroon,Health,HIV/AIDS," $21,250,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Central America Regional Office (USAID),Health,HIV/AIDS," $6,171,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Central Asia Regional Office (USAID),Health,HIV/AIDS," $14,254,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,China,Health,HIV/AIDS," $5,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Cote d'Ivoire,Health,HIV/AIDS," $93,305,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Democratic Republic of Congo,Health,HIV/AIDS," $39,635,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Djibouti,Health,HIV/AIDS," $1,800,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Dominican Republic,Health,HIV/AIDS," $9,250,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,East Africa Regional Office (USAID),Health,HIV/AIDS," $800,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,El Salvador,Health,HIV/AIDS," $20,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Ethiopia,Health,HIV/AIDS," $289,089,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Georgia,Health,HIV/AIDS," $850,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Ghana,Health,HIV/AIDS," $9,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Guyana,Health,HIV/AIDS," $13,525,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Haiti,Health,HIV/AIDS," $156,240,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Honduras,Health,HIV/AIDS," $1,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,India,Health,HIV/AIDS," $9,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Indonesia,Health,HIV/AIDS," $5,250,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Jamaica,Health,HIV/AIDS," $300,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Kenya,Health,HIV/AIDS," $498,760,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Lesotho,Health,HIV/AIDS," $26,650,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Liberia,Health,HIV/AIDS," $2,800,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Madagascar,Health,HIV/AIDS," $500,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Malawi,Health,HIV/AIDS," $46,448,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Mali,Health,HIV/AIDS," $1,500,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Mozambique,Health,HIV/AIDS," $261,953,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Namibia,Health,HIV/AIDS," $101,122,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Nicaragua,Health,HIV/AIDS," $897,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Nigeria,Health,HIV/AIDS," $471,227,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Office of the Global AIDS Coordinator (DOS),Health,HIV/AIDS," $1,339,164,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Papua New Guinea,Health,HIV/AIDS," $2,500,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Peru,Health,HIV/AIDS," $50,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Regional Office Development Mission-Asia (USAID),Health,HIV/AIDS," $240,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Russia,Health,HIV/AIDS," $2,300,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Rwanda,Health,HIV/AIDS," $109,072,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Senegal,Health,HIV/AIDS," $1,535,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Sierra Leone,Health,HIV/AIDS," $500,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,South Africa,Health,HIV/AIDS," $535,319,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,South Sudan,Health,HIV/AIDS," $12,036,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Southern Africa Regional Office (USAID),Health,HIV/AIDS," $1,600,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Swaziland,Health,HIV/AIDS," $52,700,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Tanzania,Health,HIV/AIDS," $336,254,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Thailand,Health,HIV/AIDS," $500,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Uganda,Health,HIV/AIDS," $309,084,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Ukraine,Health,HIV/AIDS," $19,378,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Vietnam,Health,HIV/AIDS," $81,978,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Zambia,Health,HIV/AIDS," $283,661,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - State,DOS and USAID,Zimbabwe,Health,HIV/AIDS," $39,330,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Afghanistan,Health,Family Planning and Reproductive Health," $12,475,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Afghanistan,Health,Maternal and Child Health," $49,700,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Afghanistan,Health,Tuberculosis," $7,485,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Africa Regional Office (USAID),Health,Family Planning and Reproductive Health," $2,246,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Africa Regional Office (USAID),Health,HIV/AIDS," $1,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Africa Regional Office (USAID),Health,Malaria," $2,495,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Africa Regional Office (USAID),Health,Maternal and Child Health," $9,885,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Africa Regional Office (USAID),Health,Tuberculosis," $2,495,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Angola,Health,Family Planning and Reproductive Health," $3,992,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Angola,Health,HIV/AIDS," $4,400,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Angola,Health,Malaria," $30,614,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Angola,Health,Maternal and Child Health," $1,347,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Armenia,Health,Tuberculosis," $399,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Asia Middle East Regional Office (USAID),Health,Family Planning and Reproductive Health," $2,295,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Asia Middle East Regional Office (USAID),Health,HIV/AIDS," $650,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Asia Middle East Regional Office (USAID),Health,Maternal and Child Health," $2,545,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Azerbaijan,Health,Maternal and Child Health," $749,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Azerbaijan,Health,Tuberculosis," $499,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Bangladesh,Health,Family Planning and Reproductive Health," $23,154,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Bangladesh,Health,HIV/AIDS," $2,700,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Bangladesh,Health,Maternal and Child Health," $20,958,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Bangladesh,Health,Nutrition," $4,691,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Bangladesh,Health,Tuberculosis," $9,980,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Barbados and Eastern Caribbean (DOS & USAID),Health,HIV/AIDS," $5,750,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Benin,Health,Family Planning and Reproductive Health," $2,994,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Benin,Health,HIV/AIDS," $2,000,000.00 "
2011,FY 2011 Actual Base,Global Health Programs - USAID,DOS and USAID,Benin,Health,Malaria," $18,313,000.00 "
