FiscalYear,QTR,FiscalYearType,Account,Agency,OperatingUnit,BenefitingCountry,Category,Sector,Amount,Spent,Spent2
2012,3,Disbursements,Development Assistance,usaid,China,East Asia Region,Program Management,Direct Administrative Costs," $123,049.73 ",123049.73,123049.73
2009,1,Obligations,Global HIV/AIDS Initiative,U.S.A.I.D,USAID Global Health,Ethiopia,Health,HIV/AIDS," $3,633,599.00 ",3633599,3633599
2013,4,Disbursements,N/A,usaid,Caribbean Region,Caribbean Region,ENVIRONMENT,Clean Productive Environment," $862,226.41 ",862226.41,862226.41
2014,2,Obligations,N/A,Department of Stata,Worldwide,Worldwide,,Peace and Security - General," $10,056,686.32 ",10056686.32,10056686.32
2014,2,Obligations,Global Health & Child Survival,usaid,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election",Program Management,Direct Administrative Costs," $16,778.63 ",16778.63,16778.63
2012,4,Disbursements,Development Assistance,U.S.A.I.D,Nigeria,Nigeria,Health,Water Supply and Sanitation," $917,442.60 ",917442.6,917442.6
2010,4,Obgl.,Gifts and Donations,usaid,Nigeria,Nigeria,Education and Social Services,Higher Education," $68,043.00 ",68043,68043
2009,4,Obligations,International Disaster Assistance, USAID,"USAID Democracy, Conflict and Humanitarian Assistance",Burundi,Humanitarian Assistance,"Protection, Assistance and Solutions"," $(2,708.86)",-2708.86,-2708.86
2010,1,Disbsmnt.,N/A,U.S.A.I.D,Mozambique,Mozambique,Health,Water Supply and Sanitation," $460,489.50 ",460489.5,460489.5
2009,2,Disbursements,Gifts and Donations, USAID,Sri Lanka,Sri Lanka,Peace and Security,Conflict Mitigation and Reconciliation," $121,084.02 ",121084.02,121084.02
2013,1,Disbursements,Commodity Credit Corp Title II and III,usaid,South Sudan,South Sudan,Humanitarian Assistance,"Protection, Assistance and Solutions"," $5,700,200.00 ",5700200,5700200
2014,2,Obligations,Economic Support Fund,usaid,South Sudan,South Sudan,Economic Development,Agriculture," $773,718.61 ",773718.61,773718.61
2010,4,Obgl.,Economic Support Fund,usaid,Sri Lanka,Sri Lanka,"Democracy, Human Rights, and Governance",Good Governance," $900,000.00 ",900000,900000
2009,1,Disbursements,Development Assistance, USAID,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election","Democracy, Human Rights, and Governance",Good Governance," $529,707.09 ",529707.09,529707.09
2013,3,Disbursements,N/A,usaid,Sri Lanka,Sri Lanka,"Democracy, Human Rights, and Governance",Good Governance," $387,330.29 ",387330.29,387330.29
2012,4,Obligations,Development Assistance,usaid,USAID Legislative and Public Affairs (LPA),Worldwide,Program Management,Direct Administrative Costs," $400,000.00 ",400000,400000
2011,2,Obligations,Gifts and Donations,usaid,Afghanistan,Afghanistan,Peace and Security,Counter-Narcotics, $-   ,,
2012,,Disbursements,N/A,USADF,Benin,Benin,,Agriculture," $1,158,034.89 ",1158034.89,1158034.89
2010,2,Disbsmnt.,Economic Support Fund,usaid,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election","Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $12,269,788.10 ",12269788.1,12269788.1
2013,2,Disbursements,N/A,usaid,Albania,Albania,Program Management,Monitoring and Evaluation, $581.51 ,581.51,581.51
2012,1,Disbursements,Commodity Credit Corp Title II and III,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Burundi,Humanitarian Assistance,"Protection, Assistance and Solutions"," $879,345.41 ",879345.41,879345.41
2010,1,Disbsmnt.,Development Assistance,usaid,Cameroon,Cameroon,Education and Social Services,Social Assistance," $19,636.80 ",19636.8,19636.8
2013,1,Disbursements,Global Health & Child Survival,U.S.A.I.D,Botswana,Botswana,Health,HIV/AIDS," $2,644,313.22 ",2644313.22,2644313.22
2011,2,Disbursements,N/A,usaid,Liberia,Liberia,Humanitarian Assistance,"Protection, Assistance and Solutions"," $2,082,000.00 ",2082000,2082000
2014,2,Disbursements,Economic Support Fund,usaid,Haiti,Haiti,ENVIRONMENT,Clean Productive Environment," $734,483.21 ",734483.21,734483.21
2012,1,Disbursements,Economic Support Fund,usaid,Lebanon,Lebanon,Program Management,Monitoring and Evaluation," $210,627.88 ",210627.88,210627.88
2009,2,Disbursements,Development Assistance, USAID,USAID Operating Expense,Worldwide,Economic Development,Financial Sector, $97.82 ,97.81999999999999,97.81999999999999
2013,1,Obligations,N/A,PEACE CORPS,Albania,Albania,,Economic Development - General," $448,756.75 ",448756.75,448756.75
2011,4,Obligations,Commodity Credit Corp Title II and III,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Zimbabwe,Humanitarian Assistance,"Protection, Assistance and Solutions"," $320,607.23 ",320607.23,320607.23
2010,1,Disbsmnt.,Economic Support Fund,usaid,Liberia,Liberia,Program Management,Monitoring and Evaluation," $2,414.13 ",2414.13,2414.13
2010,4,Disbsmnt.,"Assistance for Europe, Eurasia and Central Asia",usaid,Georgia,Georgia,Education and Social Services,Basic Education," $603,182.82 ",603182.82,603182.82
2013,1,Disbursements,Economic Support Fund,usaid,Indonesia,Indonesia,ENVIRONMENT,Clean Productive Environment," $85,625.00 ",85625,85625
2013,2,Disbursements,N/A,usaid,Tajikistan,Tajikistan,Education and Social Services,Basic Education," $96,016.32 ",96016.32000000001,96016.32000000001
2013,3,Disbursements,Global Health & Child Survival,U.S.A.I.D,Kazakhstan,Kazakhstan,Health,HIV/AIDS," $2,767.31 ",2767.31,2767.31
2012,2,Disbursements,Development Assistance,usaid,Mozambique,Mozambique,Program Management,Monitoring and Evaluation," $7,822.17 ",7822.17,7822.17
2013,,Disbursements,N/A,USADF,Botswana,Botswana,,Agriculture," $31,426.45 ",31426.45,31426.45
2012,2,Disbursements,Global Health & Child Survival,usaid,Benin,Benin,Program Management,Monitoring and Evaluation," $16,157.80 ",16157.8,16157.8
2014,2,Disbursements,Gifts and Donations,usaid,Bosnia and Herzegovina,Bosnia and Herzegovina,Economic Development,Private Sector Competitiveness," $887,731.23 ",887731.23,887731.23
2011,4,Disbursements,Child Survival and Health Programs Fund,U.S.A.I.D,Rwanda,Rwanda,Health,Family Planning and Reproductive Health," $118,396.54 ",118396.54,118396.54
2013,1,Disbursements,Economic Support Fund,usaid,Worldwide,Worldwide,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $133,845.62 ",133845.62,133845.62
2012,4,Obligations,N/A,Department of Stata,Mauritania,Mauritania,,Counterterrorism," $360,259.84 ",360259.84,360259.84
2010,,Disbsmnt.,N/A,IAF,Bolivia,Bolivia,,Economic Opportunity," $526,315.00 ",526315,526315
2011,1,Disbursements,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Central African Republic,Humanitarian Assistance,"Protection, Assistance and Solutions"," $100,000.00 ",100000,100000
2009,3,Obligations,N/A,MCC,Morocco,Morocco,Program Management,Direct Administrative Costs, $(1.00),-1,-1
2012,1,Disbursements,Development Assistance,usaid,USAID Africa Regional,Africa Region,Econ. Dev.,Trade and Investment," $171,617.76 ",171617.76,171617.76
20014,0,Disbursements,N/A,DoD,China,China,Peace and Security,Counterterrorism," $7,508.00 ",7508,7508
2013,2,Disbursements,Global Health & Child Survival,U.S.A.I.D,Mozambique,Mozambique,Health,Family Planning and Reproductive Health," $3,720,356.68 ",3720356.68,3720356.68
2009,1,Disbursements,Development Assistance, USAID,Philippines,Philippines,"Democracy, Human Rights, and Governance",Good Governance," $55,514.24 ",55514.24,55514.24
2009,4,Disbursements,Assist. For N.I.S Of Former Soviet Union, USAID,Moldova,Moldova,Economic Development,Private Sector Competitiveness," $681,129.73 ",681129.73,681129.73
2009,4,Disbursements,Economic Support Fund, USAID,USAID Operating Expense,Worldwide,Economic Development,Macroeconomic Foundation for Growth, $528.04 ,528.04,528.04
2013,2,Disbursements,Economic Support Fund,usaid,Jordan,Jordan,Program Management,Direct Administrative Costs," $5,143,186.05 ",5143186.05,5143186.05
2010,3,Disbsmnt.,Development Assistance,U.S.A.I.D,Angola,Angola,Health,Water Supply and Sanitation," $382,892.82 ",382892.82,382892.82
2009,4,Obligations,Economic Support Fund,U.S.A.I.D,"Sudan, Pre-2011 Election","Sudan, Pre-2011 Election",Health,Maternal and Child Health," $2,300,000.00 ",2300000,2300000
2012,4,Disbursements,Global HIV/AIDS Initiative,U.S.A.I.D,USAID Global Health,Tanzania,Health,HIV/AIDS," $2,429.66 ",2429.66,2429.66
2010,1,Disbsmnt.,Development Fund for Africa,usaid,USAID Africa Regional,Africa Region,Economic Development,Agriculture," $27,408.04 ",27408.04,27408.04
2011,4,Disbursements,N/A,usaid,Chad,Chad,Economic Development,Economic Opportunity," $213,230.00 ",213230,213230
2009,4,Disbursements,Economic Support Fund, USAID,Cuba,Cuba,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $154,974.96 ",154974.96,154974.96
2013,2,Disbursements,N/A,usaid,Kosovo,Kosovo,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $334,261.00 ",334261,334261
2011,4,Disbursements,Global Health & Child Survival,usaid,Turkmenistan,Turkmenistan,Program Management,Direct Administrative Costs," $30,522.00 ",30522,30522
2009,4,Disbursements,Commodity Credit Corp Title II and III, USAID,"USAID Democracy, Conflict and Humanitarian Assistance",Burundi,Humanitarian Assistance,"Protection, Assistance and Solutions"," $276,524.00 ",276524,276524
2012,4,Disbursements,Development Assistance,usaid,Zambia,Zambia,Program Management,Direct Administrative Costs," $335,395.73 ",335395.73,335395.73
2013,2,Obligations,N/A,usaid,Peru,Peru,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $100,000.00 ",100000,100000
2011,4,Disbursements,Economic Support Fund,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",East Asia Region,Peace and Security,Conflict Mitigation and Reconciliation," $3,070.42 ",3070.42,3070.42
2011,1,Disbursements,Development Assistance,usaid,USAID Caribbean Regional,Caribbean Region,Humanitarian Assistance,Disaster Readiness," $5,888.15 ",5888.15,5888.15
2012,40,Disbursements,N/A,MCC,Namibia,Namibia,Econ. Dev.,Agriculture," $2,803,909.84 ",2803909.84,2803909.84
2011,40,Obligations,N/A,MCC,MCC - General Office,MCC - General Office,multi-sector,Multi-Sector - Unspecified," $2,186,937.88 ",2186937.88,2186937.88
2011,2,Disbursements,Commodity Credit Corp Title II and III,usaid,"USAID Democracy, Conflict and Humanitarian Assistance","Sudan, Pre-2011 Election",Humanitarian Assistance,"Protection, Assistance and Solutions"," $1,489,266.41 ",1489266.41,1489266.41
2012,1,Obligations,Development Assistance,usaid,Morocco,Morocco,Education and Social Services,Basic Education," $27,000.00 ",27000,27000
2012,2,Disbursements,Economic Support Fund,usaid,China,China,Econ. Dev.,Economic Opportunity," $205,523.94 ",205523.94,205523.94
2012,4,Disbursements,Development Assistance,usaid,Afghanistan,Afghanistan,ENVIRONMENT,Natural Resources and Biodiversity," $123,158.69 ",123158.69,123158.69
2011,4,Obligations,Civilian Stabilization Initiative,usaid,"Sudan, Pre-2011 Election",Worldwide,Program Management,Direct Administrative Costs," $330,000.00 ",330000,330000
2012,3,Disbursements,Development Credit Authority,U.S.A.I.D,Zambia,Zambia,Health,Family Planning and Reproductive Health," $28,150.63 ",28150.63,28150.63
2012,3,Disbursements,Economic Support Fund,usaid,Iraq,Iraq,Program Management,Monitoring and Evaluation," $1,979,950.31 ",1979950.31,1979950.31
2010,2,Disbsmnt.,Development Assistance,usaid,USAID Africa Regional,Africa Region,"Democracy, Human Rights, and Governance",Good Governance," $8,463.77 ",8463.77,8463.77
2010,2,Obgl.,Global Health & Child Survival,U.S.A.I.D,USAID Global Health,South Africa,Health,HIV/AIDS," $15,398.74 ",15398.74,15398.74
2013,4,Obligations,N/A,U.S.A.I.D,Lesotho,Lesotho,Health,Other Public Health Threats," $17,134,041.00 ",17134041,17134041
2013,1,Disbursements,Economic Support Fund,usaid,Nepal,Nepal,Program Management,Monitoring and Evaluation," $27,353.23 ",27353.23,27353.23
2014,2,Obligations,Economic Support Fund,usaid,Vietnam,Vietnam,ENVIRONMENT,Clean Productive Environment," $2,209,712.00 ",2209712,2209712
2009,1,Disbursements,Transition Initiatives, USAID,"USAID Democracy, Conflict and Humanitarian Assistance",Worldwide,Program Management,Monitoring and Evaluation," $1,401,399.62 ",1401399.62,1401399.62
2010,2,Disbsmnt.,N/A,MCC,Benin,Benin,multi-sector,Multi-Sector - Unspecified," $209,515.52 ",209515.52,209515.52
2010,1,Disbsmnt.,Development Assistance,usaid,Ethiopia,Ethiopia,Humanitarian Assistance,Disaster Readiness," $7,178.66 ",7178.66,7178.66
2013,3,Disbursements,N/A,usaid,Angola,Angola,Economic Development,Economic Opportunity," $49,181.33 ",49181.33,49181.33
2012,2,Disbursements,Economic Support Fund,usaid,Zimbabwe,Zimbabwe,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building," $1,951,880.31 ",1951880.31,1951880.31
2013,,Obligations,N/A,IAF,Colombia,Colombia,,Social Services," $775,312.00 ",775312,775312
2009,3,Disbursements,Operating Expenses, USAID,"USAID Democracy, Conflict and Humanitarian Assistance",Worldwide,Program Management,Direct Administrative Costs," $6,886,739.68 ",6886739.68,6886739.68
2009,3,Disbursements,Development Assistance, USAID,Asia Middle East Regional,Asia Region,Education and Social Services,Basic Education," $98,182.80 ",98182.8,98182.8
2011,4,Obligations,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",East Asia Region,Humanitarian Assistance,"Protection, Assistance and Solutions"," $14,117.04 ",14117.04,14117.04
2010,3,Disbsmnt.,International Disaster Assistance,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Sri Lanka,Program Management,Direct Administrative Costs," $2,087.35 ",2087.35,2087.35
2012,1,Disbursements,Economic Support Fund,usaid,Jamaica,Jamaica,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights," $100,492.51 ",100492.51,100492.51
2011,4,Obligations,Global Health & Child Survival,U.S.A.I.D,USAID Southern Africa Regional,South Africa Region,Health,HIV/AIDS," $2,204,175.63 ",2204175.63,2204175.63
2008,40,Disbursements,N/A,MCC,Sri Lanka,Sri Lanka,multi-sector,Multi-Sector - Unspecified," $(13,105.15)",-13105.15,-13105.15
2011,4,Disbursements,"Assistance for Europe, Eurasia and Central Asia",usaid,Georgia,Georgia,DRG,Civil Society," $141,685.90 ",141685.9,141685.9
2011,1,Obligations,Commodity Credit Corp Title II and III,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Mozambique,Humanitarian Assistance,"Protection, Assistance and Solutions"," $140,000.00 ",140000,140000
2011,2,Disbursements,N/A,U.S.A.I.D,Burundi,Burundi,Health,HIV/AIDS," $895,080.00 ",895080,895080
2009,4,Obligations,Economic Support Fund,U.S.A.I.D,West Bank and Gaza,West Bank and Gaza,Health,Maternal and Child Health," $10,288,479.00 ",10288479,10288479
2012,4,Disbursements,Economic Support Fund,usaid,Kenya,Kenya,Econ. Dev.,Economic Opportunity," $2,380,593.29 ",2380593.29,2380593.29
2013,3,Disbursements,Development Credit Authority,usaid,"Congo, Democratic Republic of","Congo, Democratic Republic of",Economic Development,Economic Opportunity," $26,157.60 ",26157.6,26157.6
2009,1,Disbursements,Development Assistance, USAID,Pakistan,Pakistan,Economic Development,Private Sector Competitiveness," $414,651.00 ",414651,414651
2010,3,Obgl.,Development Credit Authority-Financ Acct,usaid,"USAID Economic Growth, Education and Environment",Zambia,Economic Development,Financial Sector," $44,226.79 ",44226.79,44226.79
2012,2,Disbursements,Development Assistance,usaid,Yemen,Yemen,Econ. Dev.,Agriculture," $798,970.50 ",798970.5,798970.5
2008,1,Obligations,N/A,MCC,Cape Verde,Cape Verde,multi-sector,Multi-Sector - Unspecified," $19,802.35 ",19802.35,19802.35
2010,1,Obgl.,Economic Support Fund,usaid,South Africa,South Africa,Education and Social Services,Social Services," $(14,190.14)",-14190.14,-14190.14
2013,3,Disbursements,Complex Crises Fund,U.S.A.I.D,Jordan,Jordan,Health,Water Supply and Sanitation," $818,704.94 ",818704.9399999999,818704.9399999999
2011,4,Obligations,Development Assistance,usaid,Malawi,Malawi,ENVIRONMENT,Natural Resources and Biodiversity," $2,968,000.00 ",2968000,2968000
2011,1,Obligations,Democracy Fund,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Sierra Leone,DRG,Political Competition and Consensus-Building," $1,000,000.00 ",1000000,1000000
2011,4,Obligations,Global Health & Child Survival,usaid,Uganda,Uganda,Program Management,Monitoring and Evaluation," $1,950,000.00 ",1950000,1950000
2011,4,Obligations,Global Health & Child Survival,usaid,"USAID Democracy, Conflict and Humanitarian Assistance",Russia,Education and Social Services,Social Services," $1,200,000.00 ",1200000,1200000
2011,1,Disbursements,Economic Support Fund,usaid,Sierra Leone,Sierra Leone,Program Management,Monitoring and Evaluation," $2,748.95 ",2748.95,2748.95
2010,4,Obgl.,Global Health & Child Survival,U.S.A.I.D,Senegal,Senegal,Health,Malaria," $20,483,350.00 ",20483350,20483350
